,bass,mid,treble,frequency,,,,,,,,,,,sa,0.05
36,0.88723886,0.333964229,0.042259365,516.796875,,0.892221184,0.715647821,0.802913671,0.4,,0.288875259,,,,,
37,0.88723886,0.333964229,0.042259365,516.796875,,0.892221184,0.715647821,0.802913671,0.4,,0.318793439,,,,,
38,0.761781991,0.229557633,0.049223889,947.4609375,,0.766059807,0.491916218,0.935237262,0.733333333,,0.34721571,,,,,
39,0.761781991,0.229557633,0.049223889,947.4609375,,0.766059807,0.491916218,0.935237262,0.733333333,,0.367944024,,,,,
40,0.413318098,0.095858179,0.026092393,129.1992188,,0.415639101,0.205413308,0.495746662,0.1,,0.387635923,,,,,
41,0.413318098,0.095858179,0.026092393,129.1992188,,0.415639101,0.205413308,0.495746662,0.1,,0.388920031,,,,,
42,0.413318098,0.095858179,0.026092393,129.1992188,,0.415639101,0.205413308,0.495746662,0.1,,0.390139935,,,,,
43,0.340918541,0.047190189,0.013063955,129.1992188,,0.342832982,0.101123274,0.248210736,0.1,,0.391298843,,,,,
44,0.340918541,0.047190189,0.013063955,129.1992188,,0.342832982,0.101123274,0.248210736,0.1,,0.388779828,,,,,
45,0.198647365,0.038094524,0.00558686,215.3320313,,0.199762877,0.081632286,0.106148449,0.166666667,,0.386386763,,,,,
46,0.198647365,0.038094524,0.00558686,215.3320313,,0.199762877,0.081632286,0.106148449,0.166666667,,0.376999794,,,,,
47,0.198647365,0.038094524,0.00558686,215.3320313,,0.199762877,0.081632286,0.106148449,0.166666667,,0.368082172,,,,,
48,0.259824872,0.205112293,0.011824084,732.1289063,,0.261283929,0.439532601,0.224653612,0.566666667,,0.359610432,,,,,
49,0.259824872,0.205112293,0.011824084,732.1289063,,0.261283929,0.439532601,0.224653612,0.566666667,,0.354621154,,,,,
50,0.593368828,0.167022824,0.007991886,258.3984375,,0.596700914,0.357911148,0.151843131,0.2,,0.34988134,,,,,
51,0.593368828,0.167022824,0.007991886,258.3984375,,0.596700914,0.357911148,0.151843131,0.2,,0.362055714,,,,,
52,0.593368828,0.167022824,0.007991886,258.3984375,,0.596700914,0.357911148,0.151843131,0.2,,0.37362137,,,,,
53,0.395833135,0.115843199,0.005343826,602.9296875,,0.398055951,0.248238961,0.101530899,0.466666667,,0.384608743,,,,,
54,0.395833135,0.115843199,0.005343826,602.9296875,,0.398055951,0.248238961,0.101530899,0.466666667,,0.385169962,,,,,
55,0.3132478,0.021503694,0.001541488,258.3984375,,0.315006855,0.046080001,0.029287758,0.2,,0.385703121,,,,,
56,0.3132478,0.021503694,0.001541488,258.3984375,,0.315006855,0.046080001,0.029287758,0.2,,0.382080355,,,,,
57,0.3132478,0.021503694,0.001541488,258.3984375,,0.315006855,0.046080001,0.029287758,0.2,,0.378638727,,,,,
58,0.143784702,0.01365271,0.002352801,86.1328125,,0.14459213,0.029256224,0.044702423,0.066666667,,0.375369181,,,,,
59,0.143784702,0.01365271,0.002352801,86.1328125,,0.14459213,0.029256224,0.044702423,0.066666667,,0.363789957,,,,,
60,0.829262912,0.305233389,0.032309908,215.3320313,,0.83391967,0.65408086,0.613877349,0.166666667,,0.352789694,,,,,
61,0.829262912,0.305233389,0.032309908,215.3320313,,0.83391967,0.65408086,0.613877349,0.166666667,,0.376613355,,,,,
62,0.951552629,0.305983633,0.027400931,215.3320313,,0.95689611,0.655688548,0.520608443,0.166666667,,0.399245833,,,,,
63,0.951552629,0.305983633,0.027400931,215.3320313,,0.95689611,0.655688548,0.520608443,0.166666667,,0.426861173,,,,,
64,0.951552629,0.305983633,0.027400931,215.3320313,,0.95689611,0.655688548,0.520608443,0.166666667,,0.453095746,,,,,
65,0.594475329,0.354715765,0.026218671,861.328125,,0.597813628,0.760116031,0.498145902,0.666666667,,0.47801859,,,,,
66,0.594475329,0.354715765,0.026218671,861.328125,,0.597813628,0.760116031,0.498145902,0.666666667,,0.483841427,,,,,
67,0.434943229,0.331776887,0.023392616,904.3945313,,0.437385669,0.710960594,0.444451802,0.7,,0.489373122,,,,,
68,0.434943229,0.331776887,0.023392616,904.3945313,,0.437385669,0.710960594,0.444451802,0.7,,0.486651627,,,,,
69,0.434943229,0.331776887,0.023392616,904.3945313,,0.437385669,0.710960594,0.444451802,0.7,,0.484066207,,,,,
70,0.309721023,0.230662897,0.020172115,1076.660156,,0.311460273,0.494284674,0.383263381,0.833333333,,0.481610058,,,,,
71,0.309721023,0.230662897,0.020172115,1076.660156,,0.311460273,0.494284674,0.383263381,0.833333333,,0.473015607,,,,,
72,0.245621756,0.271708071,0.022452241,1378.125,,0.247001054,0.582239871,0.426584994,1,,0.464850877,,,,,
73,0.245621756,0.271708071,0.022452241,1378.125,,0.247001054,0.582239871,0.426584994,1,,0.453889421,,,,,
74,0.284953445,0.319965988,0.019293474,1378.125,,0.286553612,0.685651165,0.366569491,1,,0.443476038,,,,,
75,0.363121033,0.362236023,0.019069564,818.2617188,,0.365160153,0.7762311,0.362315269,0.59375,,0.435549908,,,,,
76,0.363121033,0.362236023,0.019069564,818.2617188,,0.365160153,0.7762311,0.362315269,0.59375,,0.431928465,,,,,
77,0.520274043,0.250962883,0.017249215,602.9296875,,0.523195662,0.537785263,0.327729268,0.4375,,0.428488093,,,,,
78,0.520274043,0.250962883,0.017249215,602.9296875,,0.523195662,0.537785263,0.327729268,0.4375,,0.43307739,,,,,
79,0.476090431,0.20152685,0.018575078,818.2617188,,0.478763935,0.431849399,0.352920207,0.59375,,0.437437223,,,,,
80,0.476090431,0.20152685,0.018575078,818.2617188,,0.478763935,0.431849399,0.352920207,0.59375,,0.439369884,,,,,
81,0.476090431,0.20152685,0.018575078,818.2617188,,0.478763935,0.431849399,0.352920207,0.59375,,0.441205911,,,,,
82,0.31985116,0.157472864,0.016656237,559.8632813,,0.321647297,0.337446655,0.316462873,0.40625,,0.442950137,,,,,
83,0.31985116,0.157472864,0.016656237,559.8632813,,0.321647297,0.337446655,0.316462873,0.40625,,0.436795188,,,,,
84,0.336181521,0.103514522,0.010099403,775.1953125,,0.338069362,0.221819992,0.19188524,0.5625,,0.430947987,,,,,
85,0.336181521,0.103514522,0.010099403,775.1953125,,0.338069362,0.221819992,0.19188524,0.5625,,0.426209663,,,,,
86,0.336181521,0.103514522,0.010099403,775.1953125,,0.338069362,0.221819992,0.19188524,0.5625,,0.421708256,,,,,
87,0.881980181,0.513658583,0.074873731,516.796875,,0.886932974,1,1,0.375,,0.41743192,,,,,
88,0.881980181,0.513658583,0.074873731,516.796875,,0.886932974,1,1,0.375,,0.440659333,,,,,
89,0.573014677,0.400431663,0.048076019,818.2617188,,0.576232463,0.779567744,0.642094608,0.59375,,0.462725375,,,,,
90,0.573014677,0.400431663,0.048076019,818.2617188,,0.576232463,0.779567744,0.642094608,0.59375,,0.46823984,,,,,
91,0.573014677,0.400431663,0.048076019,818.2617188,,0.576232463,0.779567744,0.642094608,0.59375,,0.473478582,,,,,
92,0.478692055,0.332744122,0.035200965,689.0625,,0.481380168,0.647792391,0.470137716,0.5,,0.478455387,,,,,
93,0.478692055,0.332744122,0.035200965,689.0625,,0.481380168,0.647792391,0.470137716,0.5,,0.47846722,,,,,
94,0.576292157,0.148480803,0.015449378,818.2617188,,0.579528348,0.289065164,0.206339094,0.59375,,0.478478462,,,,,
95,0.576292157,0.148480803,0.015449378,818.2617188,,0.579528348,0.289065164,0.206339094,0.59375,,0.483369147,,,,,
96,0.412939131,0.137441233,0.018509835,387.5976563,,0.415258007,0.267573126,0.247214008,0.28125,,0.488015297,,,,,
97,0.358394712,0.165835053,0.014418187,387.5976563,,0.360407292,0.322850738,0.192566692,0.28125,,0.484261489,,,,,
98,0.358394712,0.165835053,0.014418187,387.5976563,,0.360407292,0.322850738,0.192566692,0.28125,,0.47796815,,,,,
99,0.380726665,0.435235143,0.030767066,818.2617188,,0.382864651,0.8473238,0.410919373,0.59375,,0.471989478,,,,,
100,0.380726665,0.435235143,0.030767066,818.2617188,,0.382864651,0.8473238,0.410919373,0.59375,,0.467426337,,,,,
101,0.666271567,0.358133286,0.029447015,1378.125,,0.670013041,0.697220485,0.39328901,1,,0.463091354,,,,,
102,0.666271567,0.358133286,0.029447015,1378.125,,0.670013041,0.697220485,0.39328901,1,,0.473250365,,,,,
103,0.666271567,0.358133286,0.029447015,1378.125,,0.670013041,0.697220485,0.39328901,1,,0.482901425,,,,,
104,0.553615212,0.252472669,0.025822014,861.328125,,0.55672406,0.491518447,0.344874143,0.625,,0.492069932,,,,,
105,0.553615212,0.252472669,0.025822014,861.328125,,0.55672406,0.491518447,0.344874143,0.625,,0.495147196,,,,,
106,0.231428415,0.127139896,0.012150562,344.53125,,0.23272801,0.247518294,0.162280713,0.25,,0.498070597,,,,,
107,0.231428415,0.127139896,0.012150562,344.53125,,0.23272801,0.247518294,0.162280713,0.25,,0.484738488,,,,,
108,0.231428415,0.127139896,0.012150562,344.53125,,0.23272801,0.247518294,0.162280713,0.25,,0.472072984,,,,,
109,0.227771789,0.13036117,0.011260265,1593.457031,,0.22905085,0.253789528,0.150390056,1,,0.460040755,,,,,
110,0.227771789,0.13036117,0.011260265,1593.457031,,0.22905085,0.253789528,0.150390056,1,,0.448427307,,,,,
111,0.640973032,0.294053257,0.041697919,172.265625,,0.64457244,0.572468301,0.556909868,0.108108108,,0.437394531,,,,,
112,0.640973032,0.294053257,0.041697919,172.265625,,0.64457244,0.572468301,0.556909868,0.108108108,,0.447573456,,,,,
113,0.891905665,0.35035187,0.042336583,215.3320313,,0.896914196,0.68207148,0.565439745,0.135135135,,0.457243435,,,,,
114,0.644496918,0.254734695,0.029686999,990.5273438,,0.648116115,0.495922201,0.396494182,0.621621622,,0.478976546,,,,,
115,0.644496918,0.254734695,0.029686999,990.5273438,,0.648116115,0.495922201,0.396494182,0.621621622,,0.487252565,,,,,
116,0.477377057,0.16348137,0.015319034,129.1992188,,0.480057786,0.318268544,0.204598253,0.081081081,,0.495114783,,,,,
117,0.477377057,0.16348137,0.015319034,129.1992188,,0.480057786,0.318268544,0.204598253,0.081081081,,0.494227896,,,,,
118,0.401795268,0.085079275,0.012026728,258.3984375,,0.404051565,0.165633901,0.160626805,0.162162162,,0.493385354,,,,,
119,0.401795268,0.085079275,0.012026728,258.3984375,,0.404051565,0.165633901,0.160626805,0.162162162,,0.48880585,,,,,
120,0.401795268,0.085079275,0.012026728,258.3984375,,0.404051565,0.165633901,0.160626805,0.162162162,,0.484455321,,,,,
121,0.381574601,0.071884029,0.009281837,129.1992188,,0.383717348,0.139945152,0.123966541,0.081081081,,0.480322318,,,,,
122,0.381574601,0.071884029,0.009281837,129.1992188,,0.383717348,0.139945152,0.123966541,0.081081081,,0.475384933,,,,,
123,0.30489108,0.227743655,0.013370409,215.3320313,,0.306603207,0.443375547,0.178572759,0.135135135,,0.470694416,,,,,
124,0.30489108,0.227743655,0.013370409,215.3320313,,0.306603207,0.443375547,0.178572759,0.135135135,,0.462404249,,,,,
125,0.30489108,0.227743655,0.013370409,215.3320313,,0.306603207,0.443375547,0.178572759,0.135135135,,0.454528591,,,,,
126,0.536268353,0.35769245,0.01896836,1162.792969,,0.539279789,0.696362257,0.253337991,0.72972973,,0.447046715,,,,,
127,0.536268353,0.35769245,0.01896836,1162.792969,,0.539279789,0.696362257,0.253337991,0.72972973,,0.451507797,,,,,
128,0.519034505,0.270095736,0.014431509,1162.792969,,0.521949163,0.525827358,0.192744626,0.72972973,,0.455745825,,,,,
129,0.519034505,0.270095736,0.014431509,1162.792969,,0.521949163,0.525827358,0.192744626,0.72972973,,0.458910259,,,,,
130,0.519034505,0.270095736,0.014431509,1162.792969,,0.521949163,0.525827358,0.192744626,0.72972973,,0.461916471,,,,,
131,0.401763797,0.233999908,0.016234642,1119.726563,,0.404019917,0.455555335,0.21682694,0.702702703,,0.464772373,,,,,
132,0.401763797,0.233999908,0.016234642,1119.726563,,0.404019917,0.455555335,0.21682694,0.702702703,,0.461621944,,,,,
133,0.185171098,0.217293337,0.015506756,947.4609375,,0.186210933,0.423030675,0.207105422,0.594594595,,0.458629037,,,,,
134,0.185171098,0.217293337,0.015506756,947.4609375,,0.186210933,0.423030675,0.207105422,0.594594595,,0.44495614,,,,,
135,0.272028595,0.236073151,0.025385566,947.4609375,,0.273556182,0.459591563,0.339045028,0.594594595,,0.431966888,,,,,
136,0.272028595,0.236073151,0.025385566,947.4609375,,0.273556182,0.459591563,0.339045028,0.594594595,,0.423969973,,,,,
137,0.272028595,0.236073151,0.025385566,947.4609375,,0.273556182,0.459591563,0.339045028,0.594594595,,0.416372904,,,,,
138,1.032253027,0.26056993,0.050877351,86.1328125,,1,0.507282344,0.6795087,0.054054054,,0.409155689,,,,,
139,1.032253027,0.26056993,0.050877351,86.1328125,,1,0.507282344,0.6795087,0.054054054,,0.440310556,,,,,
140,0.624996066,0.217074528,0.042251144,689.0625,,0.605467894,0.422604694,0.564298631,0.432432432,,0.469907679,,,,,
141,0.624996066,0.217074528,0.042251144,689.0625,,0.605467894,0.422604694,0.564298631,0.432432432,,0.477662098,,,,,
142,0.624996066,0.217074528,0.042251144,689.0625,,0.605467894,0.422604694,0.564298631,0.432432432,,0.485028797,,,,,
143,0.477481782,0.094900385,0.018277846,473.7304688,,0.462562734,0.184753818,0.244115608,0.297297297,,0.49202716,,,,,
144,0.477481782,0.094900385,0.018277846,473.7304688,,0.462562734,0.184753818,0.244115608,0.297297297,,0.491299891,,,,,
145,0.441090107,0.069239296,0.008963716,129.1992188,,0.427308126,0.134796338,0.119717772,0.081081081,,0.490608986,,,,,
146,0.441090107,0.069239296,0.008963716,129.1992188,,0.427308126,0.134796338,0.119717772,0.081081081,,0.488133042,,,,,
147,0.441090107,0.069239296,0.008963716,129.1992188,,0.427308126,0.134796338,0.119717772,0.081081081,,0.485780895,,,,,
148,0.215160713,0.254982978,0.016212203,947.4609375,,0.208437958,0.496405563,0.216527245,0.594594595,,0.483546356,,,,,
149,0.215160713,0.254982978,0.016212203,947.4609375,,0.208437958,0.496405563,0.216527245,0.594594595,,0.470127074,,,,,
150,0.484209865,0.400674433,0.038059928,775.1953125,,0.469080596,0.780040372,0.508321507,0.486486486,,0.457378756,,,,,
151,0.484209865,0.400674433,0.038059928,775.1953125,,0.469080596,0.780040372,0.508321507,0.486486486,,0.458720311,,,,,
152,0.484209865,0.400674433,0.038059928,775.1953125,,0.469080596,0.780040372,0.508321507,0.486486486,,0.459994789,,,,,
153,0.488771975,0.363544255,0.029999385,990.5273438,,0.473500162,0.707754659,0.400666354,0.621621622,,0.461205543,,,,,
154,0.488771975,0.363544255,0.029999385,990.5273438,,0.473500162,0.707754659,0.400666354,0.621621622,,0.462583864,,,,,
155,0.237651348,0.287615865,0.031535659,1248.925781,,0.230225867,0.55993587,0.421184556,0.783783784,,0.46389327,,,,,
156,0.237651348,0.287615865,0.031535659,1248.925781,,0.230225867,0.55993587,0.421184556,0.783783784,,0.452581174,,,,,
157,0.237651348,0.287615865,0.031535659,1248.925781,,0.230225867,0.55993587,0.421184556,0.783783784,,0.441834682,,,,,
158,0.185672075,0.235855654,0.023073312,990.5273438,,0.1798707,0.459168135,0.30816298,0.621621622,,0.431625516,,,,,
159,0.185672075,0.235855654,0.023073312,990.5273438,,0.1798707,0.459168135,0.30816298,0.621621622,,0.419327844,,,,,
160,0.197513118,0.207798749,0.021519786,990.5273438,,0.191341767,0.404546436,0.287414365,0.621621622,,0.407645055,,,,,
161,0.197513118,0.207798749,0.021519786,990.5273438,,0.191341767,0.404546436,0.287414365,0.621621622,,0.397138458,,,,,
162,0.915651619,0.189335555,0.044311836,990.5273438,,0.887041835,0.368601949,0.59182087,0.621621622,,0.387157191,,,,,
163,0.915651619,0.189335555,0.044311836,990.5273438,,0.887041835,0.368601949,0.59182087,0.621621622,,0.413581913,,,,,
164,0.915651619,0.189335555,0.044311836,990.5273438,,0.887041835,0.368601949,0.59182087,0.621621622,,0.438685398,,,,,
165,0.567574084,0.141497001,0.021578606,129.1992188,,0.549840077,0.27546897,0.288199961,0.081081081,,0.462533709,,,,,
166,0.567574084,0.141497001,0.021578606,129.1992188,,0.549840077,0.27546897,0.288199961,0.081081081,,0.467785728,,,,,
167,0.367909729,0.070444345,0.005925073,990.5273438,,0.35641429,0.137142351,0.079134207,0.621621622,,0.472775146,,,,,
168,0.367909729,0.070444345,0.005925073,990.5273438,,0.35641429,0.137142351,0.079134207,0.621621622,,0.467531875,,,,,
169,0.367909729,0.070444345,0.005925073,990.5273438,,0.35641429,0.137142351,0.079134207,0.621621622,,0.462550768,,,,,
170,0.258550763,0.057289321,0.004837804,990.5273438,,0.250472274,0.111531906,0.064612835,0.621621622,,0.457818716,,,,,
171,0.258550763,0.057289321,0.004837804,990.5273438,,0.250472274,0.111531906,0.064612835,0.621621622,,0.447855318,,,,,
172,0.247561693,0.026867472,0.002444122,258.3984375,,0.239826561,0.052306089,0.032643248,0.162162162,,0.43839009,,,,,
173,0.247561693,0.026867472,0.002444122,258.3984375,,0.239826561,0.052306089,0.032643248,0.162162162,,0.42884867,,,,,
174,0.247561693,0.026867472,0.002444122,258.3984375,,0.239826561,0.052306089,0.032643248,0.162162162,,0.419784322,,,,,
175,0.324679166,0.19205454,0.011535465,129.1992188,,0.314534477,0.373895319,0.154065581,0.081081081,,0.41117319,,,,,
176,0.324679166,0.19205454,0.011535465,129.1992188,,0.314534477,0.373895319,0.154065581,0.081081081,,0.406848489,,,,,
177,0.593444347,0.161910951,0.008494318,258.3984375,,0.574902017,0.315211225,0.113448581,0.162162162,,0.402740023,,,,,
178,0.593444347,0.161910951,0.008494318,258.3984375,,0.574902017,0.315211225,0.113448581,0.162162162,,0.412275239,,,,,
179,0.593444347,0.161910951,0.008494318,258.3984375,,0.574902017,0.315211225,0.113448581,0.162162162,,0.421333694,,,,,
180,0.488005966,0.10794878,0.004919468,258.3984375,,0.472758087,0.210156675,0.065703524,0.162162162,,0.429939227,,,,,
181,0.488005966,0.10794878,0.004919468,258.3984375,,0.472758087,0.210156675,0.065703524,0.162162162,,0.432842564,,,,,
182,0.184924573,0.01809402,0.002149028,215.3320313,,0.179146554,0.035225772,0.028702035,0.135135135,,0.435600734,,,,,
183,0.184924573,0.01809402,0.002149028,215.3320313,,0.179146554,0.035225772,0.028702035,0.135135135,,0.423066926,,,,,
184,0.184924573,0.01809402,0.002149028,215.3320313,,0.179146554,0.035225772,0.028702035,0.135135135,,0.411159808,,,,,
185,0.143374756,0.013086103,0.000972969,258.3984375,,0.138894973,0.025476266,0.012994799,0.162162162,,0.399848047,,,,,
186,0.143374756,0.013086103,0.000972969,258.3984375,,0.138894973,0.025476266,0.012994799,0.162162162,,0.387024382,,,,,
187,0.851675987,0.264861763,0.04771075,172.265625,,0.825065139,0.515637763,0.637216149,0.108108108,,0.374841901,,,,,
188,0.851675987,0.264861763,0.04771075,172.265625,,0.825065139,0.515637763,0.637216149,0.108108108,,0.398683605,,,,,
189,0.851675987,0.264861763,0.04771075,172.265625,,0.825065139,0.515637763,0.637216149,0.108108108,,0.421333224,,,,,
190,0.927096665,0.275452942,0.072460011,516.796875,,0.898129277,0.536256865,0.967762794,0.324324324,,0.442850362,,,,,
191,0.927096665,0.275452942,0.072460011,516.796875,,0.898129277,0.536256865,0.967762794,0.324324324,,0.467062678,,,,,
192,0.517004132,0.104106873,0.044973917,516.796875,,0.500850197,0.20267718,0.600663503,0.324324324,,0.490064377,,,,,
193,0.517004132,0.104106873,0.044973917,516.796875,,0.500850197,0.20267718,0.600663503,0.324324324,,0.491411365,,,,,
194,0.517004132,0.104106873,0.044973917,516.796875,,0.500850197,0.20267718,0.600663503,0.324324324,,0.492691003,,,,,
195,0.332548261,0.051093023,0.013098373,129.1992188,,0.3221577,0.09946884,0.174939501,0.081081081,,0.493906659,,,,,
196,0.332548261,0.051093023,0.013098373,129.1992188,,0.3221577,0.09946884,0.174939501,0.081081081,,0.48583874,,,,,
197,0.24344039,0.024623455,0.004347611,129.1992188,,0.235834028,0.047937397,0.058065903,0.081081081,,0.478174216,,,,,
198,0.24344039,0.024623455,0.004347611,129.1992188,,0.235834028,0.047937397,0.058065903,0.081081081,,0.466437524,,,,,
199,0.24344039,0.024623455,0.004347611,129.1992188,,0.235834028,0.047937397,0.058065903,0.081081081,,0.455287668,,,,,
200,0.323600709,0.083969809,0.004132147,2024.121094,,0.313489717,0.163473973,0.055188213,1,,0.444695304,,,,,
201,0.323600709,0.083969809,0.004132147,2024.121094,,0.313489717,0.163473973,0.055188213,1,,0.438640574,,,,,
202,0.426306993,0.192564428,0.01564656,258.3984375,,0.412986915,0.374887978,0.208972626,0.127659574,,0.432888581,,,,,
203,0.426306993,0.192564428,0.01564656,258.3984375,,0.412986915,0.374887978,0.208972626,0.127659574,,0.432559501,,,,,
204,0.484220386,0.127054274,0.006917636,473.7304688,,0.469090788,0.247351603,0.092390694,0.234042553,,0.432246876,,,,,
205,0.484220386,0.127054274,0.006917636,473.7304688,,0.469090788,0.247351603,0.092390694,0.234042553,,0.434845551,,,,,
206,0.484220386,0.127054274,0.006917636,473.7304688,,0.469090788,0.247351603,0.092390694,0.234042553,,0.437314293,,,,,
207,0.295990795,0.016231902,0.001832454,258.3984375,,0.286742482,0.031600566,0.024473924,0.127659574,,0.439659598,,,,,
208,0.295990795,0.016231902,0.001832454,258.3984375,,0.286742482,0.031600566,0.024473924,0.127659574,,0.432476158,,,,,
209,0.192785338,0.017222177,0.009161151,258.3984375,,0.186761707,0.033528452,0.122354676,0.127659574,,0.425651889,,,,,
210,0.192785338,0.017222177,0.009161151,258.3984375,,0.186761707,0.033528452,0.122354676,0.127659574,,0.414008562,,,,,
211,0.192785338,0.017222177,0.009161151,258.3984375,,0.186761707,0.033528452,0.122354676,0.127659574,,0.402947401,,,,,
212,0.181143939,0.010596521,0.001441286,86.1328125,,0.175484048,0.020629503,0.019249559,0.042553191,,0.392439297,,,,,
213,0.181143939,0.010596521,0.001441286,86.1328125,,0.175484048,0.020629503,0.019249559,0.042553191,,0.38187453,,,,,
214,1.076696754,0.143563971,0.062991954,129.1992188,,1,0.279492985,0.841309147,0.063829787,,0.371838,,,,,
215,1.076696754,0.143563971,0.062991954,129.1992188,,1,0.279492985,0.841309147,0.063829787,,0.407080938,,,,,
216,1.076696754,0.143563971,0.062991954,129.1992188,,1,0.279492985,0.841309147,0.063829787,,0.440561729,,,,,
217,0.595777452,0.049939707,0.034564745,129.1992188,,0.553338208,0.097223542,0.461640477,0.063829787,,0.47236848,,,,,
218,0.595777452,0.049939707,0.034564745,129.1992188,,0.553338208,0.097223542,0.461640477,0.063829787,,0.478538928,,,,,
219,0.367788762,0.03573088,0.024427153,172.265625,,0.341589924,0.069561535,0.326244639,0.085106383,,0.484400855,,,,,
220,0.367788762,0.03573088,0.024427153,172.265625,,0.341589924,0.069561535,0.326244639,0.085106383,,0.47857025,,,,,
221,0.367788762,0.03573088,0.024427153,172.265625,,0.341589924,0.069561535,0.326244639,0.085106383,,0.473031176,,,,,
222,0.200131774,0.01061348,0.006866219,86.1328125,,0.18587571,0.020662518,0.091703972,0.042553191,,0.467769055,,,,,
223,0.200131774,0.01061348,0.006866219,86.1328125,,0.18587571,0.020662518,0.091703972,0.042553191,,0.454387191,,,,,
224,0.164461285,0.071156062,0.002424328,732.1289063,,0.152746151,0.138527934,0.032378891,0.361702128,,0.44167442,,,,,
225,0.164461285,0.071156062,0.002424328,732.1289063,,0.152746151,0.138527934,0.032378891,0.361702128,,0.427813763,,,,,
226,0.164461285,0.071156062,0.002424328,732.1289063,,0.152746151,0.138527934,0.032378891,0.361702128,,0.414646139,,,,,
227,0.503061533,0.211607635,0.01235201,215.3320313,,0.467226758,0.411961645,0.164971214,0.106382979,,0.402136897,,,,,
228,0.503061533,0.211607635,0.01235201,215.3320313,,0.467226758,0.411961645,0.164971214,0.106382979,,0.407183128,,,,,
229,0.618701458,0.182068065,0.009123062,258.3984375,,0.574629259,0.354453465,0.121845963,0.127659574,,0.411977049,,,,,
230,0.618701458,0.182068065,0.009123062,258.3984375,,0.574629259,0.354453465,0.121845963,0.127659574,,0.422313269,,,,,
